,keyword,id,latitude,longitude
0,family mart,6652ae64465fd8a1e53acd9b36daa49f7155bfe7,35.6886716,139.7861173
1,family mart,24f132776f100b0a6820f5c5bbe3febc5c8fd78e,35.6856518,139.7886596
2,family mart,8a4e64771912e09780a786f8d2d20fd25b09d17e,35.694937,139.7920952
3,family mart,9b53458ebc6b9ffb4e0f603895e869a9cad75704,35.693823,139.7853932
4,family mart,3e189be814f5f462360cb3f1abfce52bcbdb7364,35.6956698,139.7926192
5,family mart,4262efeb87b5c27fbbbe75b8971584e348bee97d,35.6820375,139.7856826
6,family mart,19f29735516c90b3affadd6e9c75e5e9414b65a9,35.6877717,139.7768406
7,family mart,666fbebf8395afc3d5fcaa29568af2acecaf53c6,35.6987962,139.8024631
8,family mart,918d32d990c0ef6ffb5e3083547db1264a6f8bcf,35.6869269,139.7725049
9,family mart,30b74d41cfd60c677aee90629113d00d9d1379fe,35.6978636,139.7742364
10,family mart,db91c7bb1b18b446ba25360a70e86e0eba5b00ce,35.6959032,139.7719928
11,family mart,c98f37a6b959a1576071a7fd155e63a55ec0a418,35.7005247,139.7725077
12,family mart,fa1b488ecad005b7611d42353ea55bf366aee09b,35.6836799,139.7684899
13,family mart,87578c368c56caeff6b5ad80504287bae99b9cb1,35.6806288,139.7695769
14,family mart,9b0a65a9786c827ccd97508c20962308994a4cc2,35.6837085,139.7664353
15,family mart,03a4e2ab1d65c391967d8dd91a0054571de698df,35.68567730000001,139.7655606
16,family mart,febf7eabb78372410d6b16b862d6d211b46a6212,35.685974,139.7642531
17,family mart,5c5a447511c267abd4e016875721b0a84526d2e2,35.67872029999999,139.7673906
18,family mart,759808766589cf43849570189563b995901ae641,35.6867278,139.7623489
19,family mart,a46fcdaefb8c4e78488e93e11c8ffaf696d0d63c,35.6730407,139.7691006
20,family mart,21a3d5d78f8fd256d225eb40fe1da3c1e0b5dfdb,35.700776,139.7804304
21,family mart,09c252b354e465ec4d4a20a758ab7d0350101ac7,35.704733,139.7930254
22,family mart,7ec13a6e17f42ecd4e622dec9f67be9991029ced,35.692141,139.7717078
23,family mart,edfc2f811eb6b1c19820319ff34bf6a543dc7c28,35.6890283,139.7713803
24,family mart,92346bef5b2099668f6f4b2f3e569616c606d3b6,35.6980686,139.7732518
25,family mart,27742477cb247fba9fe8c2b7a2f141e39882f609,35.6763013,139.7776106
26,family mart,dfa05ffaebce992e9d5b899dcc3e856d45271a56,35.6718654,139.7956654
27,family mart,db6b3a858aefb6ca0269a7b8aa9abb549ee6636a,35.6763104,139.772095
28,family mart,601ae46a28f212713bc330be0e76b4a20bf7bd3d,35.6985215,139.7662904
29,family mart,815154d3964028fdb817d8eff2737369022b902c,35.7115551,139.7917935
30,family mart,e52902059a85c18b5dfc03e9d623e79958d7f2e5,35.7110427,139.7969345
31,family mart,5aec1eea253b2f997202b195ca710a6ce2645151,35.6818411,139.8162119
32,family mart,64451fd614eff8fa6e0ad8c228ebbf07a6b347d7,35.68622000000001,139.7619643
33,family mart,0761ae6aa72d1f18be8216566d7e012a87a987e4,35.6691447,139.7735968
34,family mart,5a9bc0b91c7434fa74399cc468e9f5ddec2c7917,35.7100739,139.8087565
35,family mart,9faaedb7c6fd419362af4739ab7f2402ad248a5f,35.6760438,139.763116
36,family mart,1239e7ac7d51228783e15024e359f30f192024d4,35.6765364,139.7620837
37,family mart,696cd5b0ec6fd003637f1566fe4a29370b13f621,35.6909234,139.7570256
38,family mart,3a3d76034f09ef9accabfda11c7abd53c012a5fc,35.6599439,139.7745551
39,family mart,3f7c638ed82cce5b02a0198ab5729968fad2b89f,35.6654575,139.7609535
40,family mart,d7958c36cffb642fed77bb48f810bbdb758e3262,35.6825941,139.7659216
41,family mart,809ab0bea5353618f8e083f0519feef9b22fe7b5,35.6757426,139.7703864
42,family mart,ab5beae73de264a81b71f870e84f3a232a4023c2,35.711332,139.7941195
43,family mart,1c642ab741c2054689a36adaf4f6e02d469a0aa3,35.6947711,139.7635956
44,family mart,049c5b89c6104591bdd2de62700ea00d71f2fa08,35.6741443,139.770239
45,family mart,de919552730ea260b4c778ce9447aa35f7cd479a,35.7063314,139.7697678
46,family mart,b545433dbcfa8b86e2f653b4462b2faddb48ebd9,35.6696345,139.8055901
47,family mart,fa0a5562360e420959f83bb9f5dfb95f07319928,35.6749399,139.7660057
48,family mart,1980d53e3fd997d81080a12826840ba8d75376a9,35.6695683,139.8079163
49,family mart,1c27f2d6a4b3d6e480888e177ed5138b8d151f2a,35.6708444,139.7678487
50,family mart,5275fb0f55fa0ef721c491d9b3041cd0251e7048,35.7065522,139.7638453
51,family mart,22049e89aa4b76c540354a8ef7e75fce7bbc7a86,35.6743963,139.7628991
52,family mart,b128bf62fe72a4daa9eb34b796a7930e696bb952,35.6682639,139.7697783
53,family mart,b00a61304277fc574a4d58f3ab06182ac5f84068,35.6691144,139.764911
54,family mart,23a35452a12a21c451de0f62f6cb3a44131034e8,35.7123011,139.8140505
55,family mart,6c7660c00b3be67db1538f85597c61dc07ba90c3,35.6693697,139.8166348
56,family mart,805bf4708b7ca64c8209e3ec2637133c0af673e6,35.6647317,139.7661397
57,family mart,9ad4e82cb5b814ad4a1d36e73fd39724e91d2776,35.6707833,139.755168
58,family mart,1790f638f58fa96dd2f1d42cef6cebc66e91780d,35.6751879,139.7509226
59,family mart,134e2661db6d4dfc80b8898bbbf75a7b2355b38a,35.671833,139.7515291
