,keyword,id,latitude,longitude
0,lawson,75e5bb3c458adb3872710a4df1bad51d64415ab7,35.6494202,139.6366569
1,lawson,dfc95dca8772008d68f628df33dff81799e55596,35.651916,139.63864
2,lawson,caab4887608242486fb5e7b21e49983da62416a0,35.6570816,139.6389638
3,lawson,499475239207e24f2a42bde85f5899a1e20a55af,35.6503901,139.6459066
4,lawson,3a32b76b92c2449eecc73453e917705297703938,35.653804,139.646221
5,lawson,773928bec3ba75fb8bbd5a5da1322f989c2c6aa3,35.643926,139.647211
6,lawson,48ad051d97d387bbda36fee0eb25d8eb2841b298,35.6472358,139.6086998
7,lawson,e24e2d019ee7720c2b8019d70043a10607aa38ee,35.6661544,139.6411503
8,lawson,e106bf907e40557f001b7652dc2305e4e7298a38,35.631078,139.633654
9,lawson,e7addd8d13142ed281cfe26b9f659883ae87db78,35.636014,139.648162
10,lawson,f484b1adfb4534214cc7adb516b21def42759c80,35.6448831,139.655816
11,lawson,578329484b764730f22d8ed3da6c937b5520ea20,35.6572608,139.6047165
12,lawson,c39e07f559a24d21acef80b2d909b90ef27c0a51,35.6689297,139.6166738
13,lawson,753a5e597692c04f9a68877154286b1e83053393,35.6318034,139.6122391
14,lawson,1cb299f9dfa071893ca99e39fbb95517172dca79,35.63609400000001,139.653855
15,lawson,4c9e609e34f91a0357a44175cf57a030833c9b7c,35.6623578,139.6555722
16,lawson,163b039c5a7490e616989de53b8471eba4bdf026,35.640826,139.597721
17,lawson,201a632dbca3aa69ef571245c945bc1e4e63554a,35.6433899,139.663892
18,lawson,0f4ac24177d064e8f972fdaff12277ddce395d7e,35.6670706,139.6018398
19,lawson,6a26a3acd4b60602b2726b7fa99f36aa01e39976,35.623782,139.608882
20,lawson,d783d47d76358e4d80eaa965b8f48ed3666178a8,35.6282812,139.6352096
21,lawson,e54c449d2dda8034f913b5f15a8bfdf9bb74b0f7,35.6676169,139.6504974
22,lawson,38a6cb20f393b8b1b2138d8990df73d8e2ba9e29,35.671648,139.60956
23,lawson,cf3105fc6b7e1670d49282b712330a272139551b,35.619335,139.634641
24,lawson,9a9b561a7fa105508b080d754a4c3749f67bd8fa,35.6246488,139.6076998
25,lawson,0df29fa010da563af2a69f92aba1218668341cc9,35.661515,139.665983
26,lawson,707dde75aa208361cd0bc5b41f122c68f97e99fb,35.635018,139.664289
27,lawson,e6cb4f40e03589b0ed3dbbecb6bd187bea31a0bd,35.671533,139.658633
28,lawson,2002e3053f253ff9fb5780048b38d9f3982af456,35.621715,139.648596
29,lawson,d0e2f7d53ef942ed6f917d9cc5dc1cf621d13dd5,35.66439099999999,139.665665
30,lawson,f4f67dd92bc14e6b870af8dba83c543726e424be,35.625181,139.65573
31,lawson,c27185490a60badcb021ddd873a400e966d2c898,35.619909,139.614172
32,lawson,22e4d0d4055de3856b6d7d757ed00a0c14075360,35.669205,139.663658
33,lawson,79cfb492af015ff2e861956773e265358ba9265a,35.670977,139.597682
34,lawson,3c2a92631e6bf6de77b67941c990873f583f5df8,35.66160199999999,139.6695976
35,lawson,96066ddca6abb48ae90f9d4488dd258f1d574628,35.6126853,139.6286883
36,lawson,050b6553b83fb17e5ca8c34c6176897358f5c9df,35.646656,139.676342
37,lawson,3b72181147c3a2e5f42099fa8135bc01a61629a9,35.6982396,139.6238011
38,lawson,89d5beee74bc3dbc7ff962cc0988fda8473dc28a,35.691223,139.670901
39,lawson,9b145c1082b76c5ecc324aff015da891b565013a,35.65915469999999,139.7037158
40,lawson,a890a4cb465c5da0f8b9930cb99584fbf43315fa,35.645011,139.65043
41,lawson,6d5199706b68d5a23fb0fe1d91b429631ed8ee47,35.639257,139.599579
42,lawson,a9267957cd4176d2756810f1cb06a8145e567bd4,35.6620605,139.6600854
43,lawson,160c5f4e67b9bf0f0ef0cdd8268bfe6c64e43aa5,35.6231237,139.6601666
44,lawson,6e1eb128bae87aba4122aa12220752cd8fc075c2,35.6483502,139.677851
45,lawson,1852844b8b92465386a1706f44fa56092301d58e,35.6350831,139.6744367
46,lawson,5da0ffea59862823d730ccd93efd52549302310d,35.6107417,139.6307635
47,lawson,24332b20074e9bcc5930de349eb8b626781ff3a8,35.60585,139.618764
48,lawson,233df35b1c4056428f313f76f034a3cb041bf5f0,35.6170704,139.6688421
49,lawson,11703affe4c29fcf03c6431134779c31c40cdc6c,35.606079,139.671535
50,lawson,0c34be35120b9357c266a9c9a857cd9cb13c3122,35.6611101,139.6973997
51,lawson,140b9f84ec88073c3924f8d2710e00b47d90427d,35.706657,139.6170892
52,lawson,0a6bf29ae7cc690115b868cbd45a0b555d1acea2,35.705661,139.6559986
53,lawson,0e490cda47a5234edbf0524e4e6c4d12421bade7,35.6852682,139.6895859
54,lawson,ed7663d143242f49bf65bd727f4f934e882eedff,35.6236044,139.6977417
55,lawson,6015d1f1450f46f91f9e0314df70374fbd1cf27e,35.709305,139.6595759
56,lawson,dc684f0b20511590421c064db94117b56a1a7975,35.60659,139.692902
57,lawson,97211fa3ffca9b60ebf761de038dc2dfa6de42c7,35.691636,139.695446
58,lawson,997b47fa87e04781216d2ffe99e267f664bbbaa9,35.691779,139.695686
59,lawson,cd4ab39bfa56549563ebe0402204d8517b7ffddb,35.616186,139.544962
