,filename,width,height,class,xmin,ymin,xmax,ymax
0,family mart_35.606919_139.6680649_240.png,640,640,family_mart,284,245,505,311
1,family mart_35.606919_139.6680649_240.png,640,640,family_mart,323,274,399,302
2,lawson_35.5347905_139.6346221_240.png,640,640,lawson,318,298,554,330
3,lawson_35.60585_139.618764_240.png,640,640,lawson,1,215,159,302
4,lawson_35.60585_139.618764_240.png,640,640,lawson,163,262,186,300
5,family mart_35.5427854_139.64076200000002_120.png,640,640,family_mart,511,191,543,231
6,family mart_35.5427854_139.64076200000002_120.png,640,640,family_mart,39,295,103,333
7,family mart_35.5478396_139.5908498_300.png,640,640,family_mart,207,329,226,352
8,7-eleven_35.6531123_139.7358701_0.png,640,640,7_eleven,1,271,578,309
9,7-eleven_35.6531123_139.7358701_0.png,640,640,7_eleven,568,110,628,183
10,lawson_35.6173653_139.7066423_300.png,640,640,lawson,395,251,638,303
11,lawson_35.7416186_139.6180833_180.png,640,640,lawson,1,171,288,313
12,lawson_35.7416186_139.6180833_180.png,640,640,lawson,102,286,177,315
13,lawson_35.7416186_139.6180833_180.png,640,640,lawson,283,157,313,190
14,lawson_35.6969819_139.7086045_300.png,640,640,lawson,1,216,323,296
15,family mart_35.5805229_139.7283637_300.png,640,640,family_mart,185,272,483,313
16,lawson_35.7451717_139.7655436_0.png,640,640,lawson,239,232,639,293
17,family mart_35.5276336_139.70182549999998_0.png,640,640,family_mart,237,269,254,309
18,family mart_35.5276336_139.70182549999998_0.png,640,640,family_mart,199,294,329,333
19,family mart_35.5727158_139.69772619999998_180.png,640,640,family_mart,1,284,74,318
20,lawson_35.730193_139.886202_120.png,640,640,lawson,1,162,249,311
21,7-eleven_35.65584940000001_139.7007_300.png,640,640,7_eleven,511,208,639,296
22,7-eleven_35.65584940000001_139.7007_300.png,640,640,7_eleven,430,229,468,291
23,family mart_35.5371152_139.6742102_300.png,640,640,family_mart,2,279,233,329
24,family mart_35.5371152_139.6742102_300.png,640,640,family_mart,173,310,209,322
25,lawson_35.6618068_139.8761153_120.png,640,640,lawson,467,275,638,323
26,lawson_35.7033371_139.5754469_180.png,640,640,lawson,301,267,619,317
27,lawson_35.7033371_139.5754469_180.png,640,640,lawson,287,262,305,298
28,lawson_35.701543_139.490764_180.png,640,640,lawson,370,301,573,329
29,lawson_35.701543_139.490764_180.png,640,640,lawson,325,124,355,190
30,7-eleven_35.5892728_139.6785631_0.png,640,640,7_eleven,339,246,451,317
31,7-eleven_35.5892728_139.6785631_0.png,640,640,7_eleven,307,276,330,312
32,family mart_35.648617200000004_139.7500034_60.png,640,640,family_mart,211,222,546,312
33,family mart_35.648617200000004_139.7500034_60.png,640,640,family_mart,313,269,377,302
34,lawson_35.6528285_139.7475803_0.png,640,640,lawson,399,298,577,329
35,lawson_35.6528285_139.7475803_0.png,640,640,lawson,579,292,599,314
36,lawson_35.5148186_139.6510622_240.png,640,640,lawson,2,272,243,321
37,lawson_35.5148186_139.6510622_240.png,640,640,lawson,301,336,316,353
38,lawson_35.5148186_139.6510622_240.png,640,640,lawson,290,212,314,245
39,lawson_35.6236044_139.6977417_240.png,640,640,lawson,25,260,407,316
40,family mart_35.6525825_139.6361886_0.png,640,640,family_mart,296,220,531,303
41,family mart_35.6525825_139.6361886_0.png,640,640,family_mart,325,262,406,297
42,family mart_35.6525825_139.6361886_0.png,640,640,family_mart,352,324,374,394
43,family mart_35.600518900000004_139.59199750000002_240.png,640,640,family_mart,1,280,291,327
44,family mart_35.600518900000004_139.59199750000002_240.png,640,640,family_mart,408,302,428,325
45,family mart_35.6771129_139.7073217_300.png,640,640,family_mart,86,255,352,319
46,family mart_35.6771129_139.7073217_300.png,640,640,family_mart,163,150,198,207
47,lawson_35.6350831_139.6744367_180.png,640,640,lawson,90,283,197,311
48,family mart_35.6949378_139.8727344_60.png,640,640,family_mart,2,226,489,312
49,family mart_35.6949378_139.8727344_60.png,640,640,family_mart,471,275,506,319
50,lawson_35.699439_140.004981_120.png,640,640,lawson,1,192,437,305
51,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,1,240,189,300
52,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,6,252,109,286
53,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,250,198,301,295
54,family mart_35.5342652_139.5462886_120.png,640,640,family_mart,28,306,47,370
55,7-eleven_35.5675516_139.7337651_60.png,640,640,7_eleven,1,219,297,325
56,lawson_35.5251483_139.6943742_300.png,640,640,lawson,180,269,382,324
57,family mart_35.4376399_139.6426039_120.png,640,640,family_mart,276,91,639,298
58,family mart_35.4376399_139.6426039_120.png,640,640,family_mart,377,147,618,269
59,family mart_35.4376399_139.6426039_120.png,640,640,family_mart,405,311,448,467
60,lawson_35.7042953_139.637067_60.png,640,640,lawson,328,238,359,279
61,lawson_35.7042953_139.637067_60.png,640,640,lawson,396,298,462,329
62,7-eleven_35.6215874_139.7055425_0.png,640,640,7_eleven,259,233,640,317
63,lawson_35.614331_139.741454_60.png,640,640,lawson,203,241,638,317
64,family mart_35.5739528_139.7086763_240.png,640,640,family_mart,186,152,223,198
65,family mart_35.595298_139.70839980000002_240.png,640,640,family_mart,1,298,206,328
66,family mart_35.595298_139.70839980000002_240.png,640,640,family_mart,335,193,359,231
